application_id,customer_id,application_date,loan_amount_inr,loan_term_months,annual_income_inr,employment_type,loan_purpose,existing_loans,credit_score,collateral_value,default_flag
APP000112,CUST00119,2023-02-07,5527829,60,1605312,self_employed,business,1,757,4084100,0
APP000113,CUST00749,2023-02-07,5837799,120,1200164,salaried,refinance,0,335,2742517,1
APP000114,CUST00635,2023-02-07,5059033,36,1026048,unemployed,business,4,858,1373427,1
APP000115,CUST00932,2023-02-08,1994863,36,1110091,unemployed,home_purchase,5,518,281422,1
APP000116,CUST00149,2023-02-08,4652502,60,1223734,self_employed,refinance,4,598,2746349,0
APP000117,CUST00549,2023-02-08,1034884,24,267072,contract,refinance,3,677,3516754,0
APP000118,CUST00132,2023-02-09,930012,12,451634,unemployed,business,4,685,2748169,0
APP000119,CUST00153,2023-02-09,678718,120,641866,contract,home_purchase,2,314,4896767,1
APP000120,CUST00156,2023-02-09,277915,24,406154,contract,refinance,0,820,3013203,0
APP000121,CUST00316,2023-02-10,3963277,60,991304,self_employed,auto,2,674,2541142,0
APP000122,CUST00239,2023-02-10,3793557,24,1403125,contract,business,4,899,277429,0
APP000123,CUST00270,2023-02-10,6800191,24,1377971,contract,auto,3,582,2792986,1
APP000124,CUST00335,2023-02-11,2716744,60,1047973,contract,business,5,668,843093,0
APP000125,CUST00223,2023-02-11,8522895,84,1739144,contract,personal,5,564,3623684,1
APP000126,CUST00672,2023-02-11,2863493,36,1217424,contract,personal,1,833,805961,0
APP000127,CUST00573,2023-02-12,1394736,12,342555,salaried,personal,0,799,4533481,1
APP000128,CUST00319,2023-02-12,1390417,24,1576997,unemployed,home_purchase,1,845,1510256,0
APP000129,CUST00427,2023-02-12,3702321,12,1234281,unemployed,auto,5,602,2169920,0
APP000130,CUST00321,2023-02-13,5516660,120,1342492,salaried,auto,4,774,724570,1
APP000131,CUST00188,2023-02-13,5675756,24,1217671,self_employed,refinance,0,515,1053499,1
APP000132,CUST00376,2023-02-13,5026999,36,1196442,unemployed,home_purchase,0,576,4609606,1
APP000133,CUST00490,2023-02-14,241904,12,363019,self_employed,home_purchase,3,756,1418436,0
APP000134,CUST00257,2023-02-14,2626900,36,1206572,unemployed,personal,3,348,2564772,1
APP000135,CUST00896,2023-02-14,1172808,120,1630842,unemployed,personal,5,726,4906997,0
APP000136,CUST00194,2023-02-15,740961,36,747110,unemployed,refinance,4,309,3117875,1
APP000137,CUST00564,2023-02-15,4547836,60,1285108,salaried,personal,1,648,208204,0
APP000138,CUST00193,2023-02-15,947714,24,255472,self_employed,personal,0,586,1787440,0
APP000139,CUST00186,2023-02-16,3286920,12,825498,contract,business,3,581,1934268,0
APP000140,CUST00262,2023-02-16,4333430,84,986091,unemployed,business,3,596,1381230,1
APP000141,CUST00518,2023-02-16,7535960,12,1968929,salaried,business,5,595,1205898,0
APP000142,CUST00915,2023-02-17,2405932,36,586252,self_employed,home_purchase,3,544,2515885,1
APP000143,CUST00246,2023-02-17,502640,24,697786,salaried,personal,3,570,1885207,0
APP000144,CUST00200,2023-02-17,1454852,12,935351,unemployed,refinance,1,640,1471614,0
APP000145,CUST00259,2023-02-18,6553532,60,1986798,unemployed,auto,0,758,2064912,0
APP000146,CUST00455,2023-02-18,7572220,120,1736125,salaried,personal,5,631,1718229,1
APP000147,CUST00712,2023-02-18,136538,12,262447,salaried,personal,4,685,1143696,0
APP000148,CUST00385,2023-02-19,1748887,84,621091,self_employed,auto,0,801,2263754,0
APP000149,CUST00463,2023-02-19,5956794,60,1679014,unemployed,business,4,893,4711506,0
APP000150,CUST00985,2023-02-19,193100,84,304944,self_employed,home_purchase,2,365,2528668,1
APP000151,CUST00295,2023-02-20,4013091,12,1740207,self_employed,home_purchase,2,727,2987782,0
APP000152,CUST00984,2023-02-20,3200656,120,706491,self_employed,home_purchase,5,435,4921570,1
APP000153,CUST00854,2023-02-20,6522421,12,1851773,contract,business,5,418,3068056,1
APP000154,CUST00489,2023-02-21,1143303,120,728468,self_employed,auto,1,775,1116612,0
APP000155,CUST00431,2023-02-21,4258442,60,981770,salaried,auto,1,341,1992367,1
APP000156,CUST00384,2023-02-21,2874930,36,1391449,unemployed,personal,4,808,2439880,0
APP000157,CUST00603,2023-02-22,1854525,12,427305,self_employed,auto,5,762,2373912,1
APP000158,CUST00362,2023-02-22,2219198,60,1202657,self_employed,auto,0,896,747558,0
APP000159,CUST00697,2023-02-22,3500578,12,1109027,contract,home_purchase,5,700,529180,0
APP000160,CUST00683,2023-02-23,3683153,60,1611016,contract,home_purchase,2,823,1749996,0
APP000161,CUST00468,2023-02-23,3461254,84,1992992,salaried,business,3,371,4571309,1
APP000162,CUST00670,2023-02-23,6266295,24,1395764,salaried,auto,0,833,3586553,1
APP000163,CUST00574,2023-02-24,1258863,24,936535,salaried,home_purchase,4,396,4208592,1
APP000164,CUST00966,2023-02-24,821255,24,931496,unemployed,refinance,4,488,872310,1
APP000165,CUST00640,2023-02-24,1941477,24,952325,contract,refinance,3,376,2071366,1
APP000166,CUST00435,2023-02-25,6210291,12,1665236,unemployed,refinance,4,540,2906756,1
APP000167,CUST00213,2023-02-25,3216595,24,778188,contract,refinance,5,749,2171580,1
APP000168,CUST00900,2023-02-25,2499924,60,500551,self_employed,personal,5,460,2083505,1
APP000169,CUST00618,2023-02-26,1470064,24,801724,contract,home_purchase,4,793,1798957,0
APP000170,CUST00375,2023-02-26,562635,84,240881,contract,refinance,5,663,257897,0
APP000171,CUST00965,2023-02-26,436299,84,391056,self_employed,auto,4,677,4286111,0
APP000172,CUST00351,2023-02-27,1117731,84,362086,unemployed,auto,4,863,4665376,0
APP000173,CUST00522,2023-02-27,7926668,60,1588794,unemployed,business,3,559,404234,1
APP000174,CUST00415,2023-02-27,5481845,24,1500246,unemployed,business,4,506,2068015,1
APP000175,CUST00091,2023-02-28,4622071,120,1454187,unemployed,refinance,0,896,2589169,0
APP000176,CUST00027,2023-02-28,2336755,24,1031379,self_employed,auto,3,634,3919632,0
APP000177,CUST00334,2023-02-28,6885334,36,1490705,salaried,home_purchase,2,668,4933734,1
APP000178,CUST00944,2023-03-01,1341491,36,490289,self_employed,personal,5,477,2081567,1
APP000179,CUST00185,2023-03-01,2011701,84,1821119,contract,home_purchase,0,429,3744615,1
APP000180,CUST00619,2023-03-01,2362654,60,1101880,unemployed,home_purchase,3,401,4686801,1
APP000181,CUST00441,2023-03-02,1515042,84,1888492,self_employed,personal,1,434,4151488,1
APP000182,CUST00777,2023-03-02,668048,120,474161,self_employed,home_purchase,5,417,1452351,1
APP000183,CUST00458,2023-03-02,634675,36,1095194,self_employed,auto,5,748,4087452,0
APP000184,CUST00553,2023-03-03,3691225,120,1453376,unemployed,home_purchase,1,334,2061153,1
APP000185,CUST00480,2023-03-03,3664553,24,1092126,salaried,personal,5,677,87607,0
APP000186,CUST00723,2023-03-03,2051116,120,1003081,self_employed,personal,2,869,3794321,0
APP000187,CUST00983,2023-03-04,1193909,24,499185,salaried,auto,5,759,4177009,0
APP000188,CUST00122,2023-03-04,4266587,120,885838,unemployed,business,4,541,1718336,1
APP000189,CUST00767,2023-03-04,2445957,36,629779,self_employed,auto,0,335,2254672,1
APP000190,CUST00971,2023-03-05,2179035,120,742721,salaried,home_purchase,1,800,1821785,0
APP000191,CUST00552,2023-03-05,2547197,12,1430661,self_employed,home_purchase,2,301,585132,1
APP000192,CUST00301,2023-03-05,6053976,36,1334508,salaried,refinance,1,708,4974115,1
APP000193,CUST00713,2023-03-06,2014339,120,1292953,self_employed,refinance,0,702,113067,0
APP000194,CUST00993,2023-03-06,1671914,12,851262,unemployed,refinance,5,415,2778072,1
APP000195,CUST00332,2023-03-06,8848503,24,1927446,contract,refinance,5,743,74648,1
APP000196,CUST00843,2023-03-07,1031426,12,357769,unemployed,auto,2,405,3446902,1
APP000197,CUST00776,2023-03-07,3136337,24,816663,contract,home_purchase,1,435,4504242,1
APP000198,CUST00596,2023-03-07,1302535,36,412410,unemployed,personal,1,787,3217311,0
APP000199,CUST00847,2023-03-08,2787123,60,810098,self_employed,refinance,5,887,3030846,0
APP000200,CUST00662,2023-03-08,3567757,24,1931415,unemployed,personal,1,458,4139620,1
APP000201,CUST00698,2023-03-08,1362958,12,859274,salaried,auto,0,852,4871172,0
APP000202,CUST00911,2023-03-09,3581348,24,1835445,self_employed,business,2,847,4309125,0
APP000203,CUST00177,2023-03-09,1308781,120,1091118,contract,auto,2,761,1157118,0
APP000204,CUST00757,2023-03-09,6471904,120,1459472,self_employed,refinance,3,384,2816280,1
APP000205,CUST00428,2023-03-10,1816050,24,1023351,self_employed,auto,2,479,4094049,1
APP000206,CUST00201,2023-03-10,2053814,24,678565,salaried,personal,5,706,1472780,0
APP000207,CUST00082,2023-03-10,6403109,12,1575613,salaried,auto,3,899,3375986,1
APP000208,CUST00533,2023-03-11,7830975,120,1944517,contract,auto,5,788,114001,1
APP000209,CUST00680,2023-03-11,1667476,84,674344,unemployed,auto,2,552,4386663,0
APP000210,CUST00918,2023-03-11,4233680,84,1601751,salaried,refinance,3,441,3072016,1
APP000211,CUST00400,2023-03-12,3334284,24,670052,self_employed,refinance,2,876,3715565,1
APP000212,CUST00357,2023-03-12,5269597,60,1490402,unemployed,business,4,465,4127344,1
APP000213,CUST00579,2023-03-12,6749593,12,1620211,unemployed,personal,4,505,1093891,1
APP000214,CUST00925,2023-03-13,4601862,84,1008850,salaried,home_purchase,1,878,2252699,1
APP000215,CUST00284,2023-03-13,6173219,60,1526455,contract,business,5,636,4293217,1
APP000216,CUST00874,2023-03-13,920027,24,690034,salaried,personal,5,458,823530,1
APP000217,CUST00367,2023-03-14,1038168,84,342656,salaried,home_purchase,5,303,4112323,1
APP000218,CUST00795,2023-03-14,358011,60,373503,salaried,personal,1,557,1440410,0
APP000219,CUST00577,2023-03-14,3454109,36,1004642,contract,auto,4,891,2877540,0
APP000220,CUST00880,2023-03-15,8756790,24,1824684,salaried,business,0,559,2549944,1
APP000221,CUST00891,2023-03-15,1206120,12,429638,self_employed,auto,0,719,3432463,0
APP000222,CUST00394,2023-03-15,2498315,120,1020397,salaried,auto,5,451,4183406,1
APP000223,CUST00089,2023-03-16,970285,24,1467257,self_employed,refinance,0,765,1744888,0
APP000224,CUST00282,2023-03-16,2719131,24,564254,contract,refinance,5,765,858765,1
APP000225,CUST00111,2023-03-16,1444216,84,1498909,self_employed,personal,2,664,2114141,0
APP000226,CUST00877,2023-03-17,514135,24,750721,self_employed,business,1,763,3060749,0
APP000227,CUST00794,2023-03-17,2661027,36,1655589,contract,business,0,647,3752211,0
APP000228,CUST00051,2023-03-17,987722,84,1242595,contract,personal,4,526,3766843,1
APP000229,CUST00802,2023-03-18,3017971,60,1184433,salaried,personal,4,742,1699803,0
APP000230,CUST00386,2023-03-18,1462539,60,518191,unemployed,auto,2,801,4680237,0
APP000231,CUST00109,2023-03-18,1970949,12,1033770,unemployed,refinance,4,804,415844,0
APP000232,CUST00546,2023-03-19,1270409,36,1741905,contract,personal,1,427,583518,1
APP000233,CUST00383,2023-03-19,235660,36,235143,contract,refinance,3,705,123851,0
APP000234,CUST00356,2023-03-19,3491119,60,1565335,contract,refinance,1,302,4631958,1
APP000235,CUST00074,2023-03-20,839553,12,1086972,self_employed,business,3,643,900595,0
APP000236,CUST00909,2023-03-20,5444691,12,1495033,self_employed,auto,0,642,3007337,0
APP000237,CUST00889,2023-03-20,1995548,84,1393936,self_employed,refinance,2,518,4064765,1
APP000238,CUST00039,2023-03-21,1817983,84,977767,salaried,business,3,896,3833507,0
APP000239,CUST00445,2023-03-21,1717906,84,755600,unemployed,business,3,829,4744221,0
APP000240,CUST00917,2023-03-21,3156401,24,1329155,self_employed,refinance,2,323,268873,1
APP000241,CUST00130,2023-03-22,229582,120,452403,self_employed,auto,3,425,2035370,1
APP000242,CUST00460,2023-03-22,1256777,24,1251376,unemployed,auto,3,424,2530740,1
APP000243,CUST00789,2023-03-22,1623475,60,370450,contract,personal,1,838,3480741,1
APP000244,CUST00634,2023-03-23,692461,12,1369723,contract,business,1,611,3113148,0
APP000245,CUST00866,2023-03-23,3711233,120,1331741,salaried,auto,3,737,2799748,0
APP000246,CUST00496,2023-03-23,951368,24,351999,self_employed,personal,5,785,1534169,0
APP000247,CUST00502,2023-03-24,3125273,84,1563478,contract,auto,4,760,532373,0
APP000248,CUST00946,2023-03-24,2315146,24,948453,self_employed,business,3,353,2158251,1
APP000249,CUST00954,2023-03-24,6485971,84,1616395,salaried,auto,5,384,1298287,1
APP000250,CUST00525,2023-03-25,1178082,36,274905,unemployed,refinance,5,537,2771490,1
APP000251,CUST00621,2023-03-25,874265,12,523021,self_employed,auto,3,503,3985633,1
APP000252,CUST00537,2023-03-25,2125221,24,1089183,contract,business,0,748,2762739,0
APP000253,CUST00674,2023-03-26,857331,84,538805,self_employed,personal,3,393,2915214,1
APP000254,CUST00006,2023-03-26,2110887,24,793750,contract,home_purchase,3,522,209307,1
APP000255,CUST00005,2023-03-26,4965485,24,1389078,unemployed,home_purchase,1,441,3223244,1
APP000256,CUST00118,2023-03-27,702701,60,460143,unemployed,auto,5,413,2197408,1
APP000257,CUST00424,2023-03-27,2823132,24,1419865,salaried,business,5,403,618486,1
APP000258,CUST00799,2023-03-27,1809663,12,386125,contract,auto,1,417,1069090,1
APP000259,CUST00195,2023-03-28,370298,60,515333,unemployed,auto,2,638,3903718,0
APP000260,CUST00010,2023-03-28,3236799,84,1257760,contract,personal,1,546,4583475,1
APP000261,CUST00059,2023-03-28,6027870,84,1628269,salaried,auto,1,561,2538615,0
APP000262,CUST00244,2023-03-29,596839,120,507067,salaried,business,1,587,4882899,0
APP000263,CUST00647,2023-03-29,527746,12,739987,salaried,personal,2,744,900193,0
APP000264,CUST00649,2023-03-29,2092630,36,1865216,salaried,personal,1,817,1498234,0
APP000265,CUST00575,2023-03-30,9183342,24,1981430,unemployed,personal,0,615,4650330,1
APP000266,CUST00719,2023-03-30,674870,120,1245910,unemployed,personal,2,685,875926,0
APP000267,CUST00676,2023-03-30,1353738,60,1004668,contract,home_purchase,3,743,3296906,0
APP000268,CUST00409,2023-03-31,528233,12,824365,contract,auto,1,714,1097520,0
APP000269,CUST00225,2023-03-31,1299590,84,1302413,unemployed,home_purchase,3,380,1655887,1
APP000270,CUST00765,2023-03-31,4158247,12,1263647,self_employed,auto,1,889,2388761,0
APP000271,CUST00996,2023-04-01,1159664,24,730555,self_employed,home_purchase,4,398,1799939,1
APP000272,CUST00029,2023-04-01,737951,84,241046,contract,auto,3,547,4372527,1
APP000273,CUST00665,2023-04-01,1491771,60,472696,self_employed,refinance,5,691,4863945,0
APP000274,CUST00324,2023-04-02,8322488,84,1925406,salaried,home_purchase,0,542,2500181,1
APP000275,CUST00936,2023-04-02,496665,60,952678,contract,home_purchase,5,445,2626085,1
APP000276,CUST00530,2023-04-02,4635927,120,1068146,unemployed,auto,2,854,276960,1
APP000277,CUST00558,2023-04-03,3420083,60,1040793,salaried,home_purchase,0,342,1171014,1
APP000278,CUST00116,2023-04-03,1982749,12,1608923,salaried,business,4,447,199428,1
APP000279,CUST00758,2023-04-03,1260780,12,316921,self_employed,personal,1,895,4283245,0
APP000280,CUST00568,2023-04-04,1517671,84,348913,unemployed,personal,1,737,1136954,1
APP000281,CUST00614,2023-04-04,1145216,12,696525,contract,home_purchase,5,352,1703170,1
APP000282,CUST00804,2023-04-04,4986724,36,1075984,contract,personal,1,752,4213856,1
APP000283,CUST00057,2023-04-05,3583500,12,1408023,contract,personal,3,881,3566450,0
APP000284,CUST00671,2023-04-05,3483163,24,1083272,self_employed,refinance,1,358,3107402,1
APP000285,CUST00987,2023-04-05,4901840,60,994102,contract,home_purchase,0,548,192359,1
APP000286,CUST00190,2023-04-06,4015795,24,1888087,salaried,auto,0,580,2814789,0
APP000287,CUST00134,2023-04-06,2037325,36,489834,salaried,personal,0,378,2804461,1
APP000288,CUST00477,2023-04-06,2375618,120,1229110,unemployed,home_purchase,2,420,1594847,1
APP000289,CUST00572,2023-04-07,4817601,12,1176040,contract,home_purchase,2,404,3724641,1
APP000290,CUST00220,2023-04-07,3370771,12,1052280,salaried,refinance,0,411,4647127,1
APP000291,CUST00580,2023-04-07,2436856,24,1653675,self_employed,auto,2,542,1295179,1
APP000292,CUST00430,2023-04-08,1608233,84,680556,salaried,auto,1,578,1655891,0
APP000293,CUST00620,2023-04-08,3698180,36,1916791,contract,auto,3,442,1611674,1
APP000294,CUST00617,2023-04-08,678485,60,796824,unemployed,refinance,5,473,4174722,1
APP000295,CUST00092,2023-04-09,749061,12,1181008,self_employed,home_purchase,4,415,388851,1
APP000296,CUST00128,2023-04-09,2341690,84,1137210,self_employed,home_purchase,5,777,4479517,0
APP000297,CUST00083,2023-04-09,1012946,12,1729600,salaried,home_purchase,1,427,3875175,1
APP000298,CUST00788,2023-04-10,1232297,84,990040,self_employed,personal,1,844,2416675,0
APP000299,CUST00655,2023-04-10,2680262,12,712206,self_employed,personal,4,623,2917602,0
APP000300,CUST00498,2023-04-10,880687,120,238901,salaried,auto,1,781,4471446,0
APP000301,CUST00355,2023-04-11,3267735,24,854620,self_employed,home_purchase,5,681,3849184,0
APP000302,CUST00884,2023-04-11,3251794,24,1687325,unemployed,auto,2,459,1384016,1
APP000303,CUST00452,2023-04-11,981428,36,217849,unemployed,business,1,660,252000,1
APP000304,CUST00347,2023-04-12,5751548,12,1813089,self_employed,refinance,5,464,3292167,1
APP000305,CUST00980,2023-04-12,1256092,12,1177088,unemployed,auto,3,371,729038,1
APP000306,CUST00806,2023-04-12,518837,60,452448,salaried,auto,4,452,439818,1
APP000307,CUST00272,2023-04-13,2692201,24,743922,unemployed,refinance,2,465,4911471,1
