customer_id,bureau_pull_date,credit_score,total_accounts,open_accounts,delinquent_accounts,credit_utilisation_pct,oldest_account_months,hard_inquiries_6m,total_credit_limit_inr,total_balance_inr
CUST00794,2024-01-19,600,11,2,2,0.6279,20,6,531413,196447
CUST00816,2024-01-19,569,4,3,0,0.9437,220,9,356289,1294773
CUST00321,2024-01-19,604,10,7,3,0.8025,200,5,1929530,385110
CUST00658,2024-01-19,402,12,9,4,0.4002,85,9,729262,1366585
CUST00113,2024-01-20,579,4,6,3,0.9508,111,3,380688,593146
CUST00716,2024-01-20,373,2,5,2,0.5246,205,8,1395325,777703
CUST00008,2024-01-20,867,16,3,0,0.0226,71,9,472593,655036
CUST00364,2024-01-20,652,15,8,2,0.26,57,6,1562304,683570
CUST00140,2024-01-21,320,5,1,4,0.6217,58,7,187429,247468
CUST00424,2024-01-21,603,17,1,0,0.1568,170,5,1061097,829328
CUST00009,2024-01-21,855,5,2,1,0.5841,51,3,835763,604457
CUST00461,2024-01-21,745,18,2,4,0.3616,22,5,1915872,1271609
CUST00510,2024-01-22,463,3,4,2,0.5344,40,9,1066503,715830
CUST00607,2024-01-22,835,13,9,0,0.0019,236,0,1854395,1446990
CUST00322,2024-01-22,411,1,6,0,0.8484,209,2,534626,444999
CUST00992,2024-01-22,448,4,3,2,0.3619,228,4,973202,492483
CUST00179,2024-01-23,392,8,2,2,0.1402,67,3,1636952,55087
CUST00765,2024-01-23,853,2,6,4,0.4379,106,6,362535,1107945
CUST00228,2024-01-23,730,9,2,4,0.4862,118,3,1859086,110206
CUST00604,2024-01-23,610,5,9,2,0.6374,126,6,1557216,428061
CUST00268,2024-01-24,700,2,4,2,0.5246,7,1,1369916,1365828
CUST00105,2024-01-24,455,19,5,4,0.0435,143,3,524122,916429
CUST00659,2024-01-24,342,19,9,3,0.8715,10,6,1645166,838168
CUST00498,2024-01-24,807,19,3,1,0.4565,66,4,1693501,1207184
CUST00852,2024-01-25,878,3,4,3,0.077,70,7,620597,1157239
CUST00792,2024-01-25,321,8,5,3,0.7728,162,6,1194931,1329729
CUST00188,2024-01-25,331,7,2,1,0.6602,215,3,168249,997911
CUST00880,2024-01-25,635,7,0,4,0.6494,167,4,818481,673074
CUST00192,2024-01-26,325,8,2,1,0.4269,105,9,343803,195992
CUST00048,2024-01-26,732,10,1,2,0.4105,126,9,1134947,554633
CUST00804,2024-01-26,867,10,6,2,0.5363,123,0,1120226,1057866
CUST00618,2024-01-26,467,6,0,3,0.0506,36,7,1088977,380177
CUST00544,2024-01-27,476,19,3,4,0.299,229,4,1370450,1006461
CUST00402,2024-01-27,818,19,8,1,0.9879,220,0,1853229,200125
CUST00783,2024-01-27,513,7,5,1,0.6622,58,6,433630,90622
CUST00365,2024-01-27,444,5,6,3,0.4189,28,0,468007,547376
CUST00093,2024-01-28,350,11,6,4,0.2224,40,3,470065,344816
CUST00374,2024-01-28,803,8,2,4,0.7452,151,6,1859908,1307966
CUST00433,2024-01-28,855,19,6,3,0.2603,8,8,230686,567409
CUST00673,2024-01-28,347,9,2,3,0.1624,25,4,111115,628214
CUST00537,2024-01-29,781,1,6,3,0.1545,155,8,362867,605256
CUST00549,2024-01-29,395,3,6,4,0.7293,35,8,1549946,475939
CUST00251,2024-01-29,383,2,8,0,0.6428,17,4,1180270,1376587
CUST00837,2024-01-29,528,8,9,2,0.0698,5,1,1843352,1108698
CUST00523,2024-01-30,562,7,0,0,0.115,169,6,448366,238270
CUST00403,2024-01-30,812,17,2,2,0.6338,87,0,818401,323376
CUST00216,2024-01-30,719,17,5,1,0.5711,68,8,1133009,121511
CUST00103,2024-01-30,386,3,3,1,0.686,153,3,192481,384430
CUST00106,2024-01-31,650,18,6,4,0.178,41,7,1841143,984861
CUST00916,2024-01-31,825,12,8,3,0.7266,125,7,1619101,1403862
CUST00777,2024-01-31,697,6,2,2,0.9361,116,4,330335,722457
CUST00964,2024-01-31,437,8,8,4,0.6011,162,9,1693586,122384
CUST00165,2024-02-01,377,9,8,0,0.1961,150,7,925143,71077
CUST00334,2024-02-01,571,4,9,3,0.6795,162,8,705701,621946
CUST00516,2024-02-01,583,17,0,0,0.3431,51,0,1894995,397032
CUST00077,2024-02-01,511,1,2,1,0.0493,34,4,1061256,865126
CUST00242,2024-02-02,365,2,1,0,0.3023,128,9,493025,177431
CUST00536,2024-02-02,370,6,1,2,0.9056,14,8,1628464,345391
CUST00459,2024-02-02,617,3,0,3,0.4111,109,4,1445684,833755
CUST00637,2024-02-02,866,2,4,3,0.8647,150,0,424483,421518
CUST00821,2024-02-03,658,8,0,2,0.5087,197,2,1370867,547057
CUST00060,2024-02-03,562,8,2,4,0.517,157,5,1276502,332768
CUST00867,2024-02-03,858,3,9,1,0.0052,238,6,586941,77260
CUST00627,2024-02-03,714,16,8,0,0.6371,134,9,889729,517778
CUST00952,2024-02-04,730,17,9,0,0.1078,107,0,1686635,494582
CUST00928,2024-02-04,645,14,0,0,0.4787,59,3,390110,1347758
CUST00405,2024-02-04,757,10,6,2,0.2603,161,2,1458550,1339079
CUST00474,2024-02-04,601,19,6,2,0.3924,194,9,1671308,647381
CUST00298,2024-02-05,673,7,1,4,0.5371,77,1,1876660,431975
CUST00395,2024-02-05,669,9,9,0,0.0145,19,2,683127,626743
CUST00781,2024-02-05,751,1,4,1,0.2846,3,2,569886,911845
CUST00017,2024-02-05,839,14,9,4,0.9896,152,1,1872130,579871
CUST00743,2024-02-06,476,2,1,0,0.0574,159,6,952403,1134221
CUST00250,2024-02-06,719,13,6,2,0.3194,29,5,1159421,1446173
CUST00603,2024-02-06,318,15,1,0,0.3214,6,5,1050390,605019
CUST00450,2024-02-06,619,5,9,2,0.3794,157,9,1053294,175949
CUST00522,2024-02-07,839,12,6,4,0.6848,96,4,1267867,181218
CUST00185,2024-02-07,687,6,0,1,0.2477,100,3,875446,1307813
CUST00063,2024-02-07,460,8,2,1,0.4603,63,3,814497,624144
CUST00955,2024-02-07,663,11,3,2,0.6449,172,8,831308,490741
CUST00107,2024-02-08,514,5,0,3,0.3223,178,5,1329803,929096
CUST00082,2024-02-08,559,16,0,4,0.9488,13,1,1645034,1434767
CUST00502,2024-02-08,436,8,9,0,0.9797,22,6,1132503,636980
CUST00534,2024-02-08,674,9,9,2,0.1197,133,7,1371126,472840
CUST00576,2024-02-09,419,16,5,3,0.3438,145,2,855450,1294081
CUST00560,2024-02-09,566,5,9,0,0.208,35,5,1558695,124311
CUST00351,2024-02-09,863,9,6,4,0.1868,38,5,817881,1266405
CUST00965,2024-02-09,754,19,0,1,0.491,164,1,871114,780062
CUST00698,2024-02-10,548,8,7,2,0.5638,109,0,157742,30239
CUST00889,2024-02-10,881,3,0,4,0.4257,29,7,559802,341798
CUST00369,2024-02-10,308,6,8,3,0.2726,146,6,1489947,1018836
CUST00074,2024-02-10,875,19,3,4,0.2786,18,7,219387,1129484
CUST00191,2024-02-11,511,15,1,3,0.9921,56,3,486752,293434
CUST00634,2024-02-11,792,16,2,1,0.9237,171,5,1564479,985958
CUST00419,2024-02-11,868,5,6,3,0.0759,54,9,1752653,1483901
CUST00333,2024-02-11,661,16,8,3,0.6566,16,2,859789,1029703
CUST00308,2024-02-12,666,8,5,1,0.4569,230,6,843451,1053673
CUST00836,2024-02-12,749,16,1,0,0.6888,54,1,1042986,290234
CUST00797,2024-02-12,443,17,9,3,0.597,124,0,1551784,956243
CUST00447,2024-02-12,406,4,7,2,0.8893,198,9,965219,1062945
CUST00495,2024-02-13,506,18,4,3,0.067,237,1,388192,165964
CUST00654,2024-02-13,587,13,5,0,0.3496,194,6,890718,466996
CUST00728,2024-02-13,745,14,9,2,0.9855,82,5,546560,1323887
CUST00653,2024-02-13,454,15,3,4,0.1823,205,8,1383604,1498011
CUST00075,2024-02-14,638,4,0,4,0.1273,4,5,328269,259806
CUST00519,2024-02-14,302,15,1,4,0.729,78,6,1237031,1097651
CUST00788,2024-02-14,318,5,6,1,0.7774,48,8,303230,752436
CUST00225,2024-02-14,880,6,9,0,0.6723,127,8,1945504,885617
CUST00904,2024-02-15,810,3,7,2,0.7762,214,7,1298105,766391
CUST00882,2024-02-15,818,4,6,2,0.6937,185,1,320862,1300676
CUST00878,2024-02-15,497,19,3,1,0.1358,239,1,1919852,667668
CUST00694,2024-02-15,608,7,4,0,0.6082,33,4,1168362,883967
CUST00343,2024-02-16,704,8,0,0,0.7769,180,6,1232937,1003909
CUST00872,2024-02-16,452,10,3,1,0.8655,174,6,173318,829124
CUST00023,2024-02-16,746,14,6,3,0.2462,110,7,416119,1319447
CUST00037,2024-02-16,715,11,9,0,0.1274,24,1,1625440,355973
CUST00349,2024-02-17,544,11,9,0,0.7811,25,1,961825,1422008
CUST00963,2024-02-17,560,16,8,1,0.2565,219,1,1251807,1017167
CUST00418,2024-02-17,484,10,0,4,0.0319,71,5,1974947,1440083
CUST00892,2024-02-17,782,15,8,4,0.8252,153,6,885338,561966
CUST00861,2024-02-18,892,18,2,2,0.506,226,1,792753,718260
CUST00041,2024-02-18,899,13,6,0,0.3266,118,8,1614359,64623
CUST00224,2024-02-18,762,1,9,0,0.0114,51,3,178740,1385970
CUST00772,2024-02-18,509,6,8,4,0.0353,116,6,937255,1224092
CUST00467,2024-02-19,768,12,6,2,0.7926,55,7,1716849,444456
CUST00969,2024-02-19,446,10,2,0,0.4897,44,0,494182,77809
CUST00811,2024-02-19,837,6,5,4,0.1497,194,8,642811,1045262
CUST00775,2024-02-19,460,7,7,2,0.3585,83,9,971376,1008450
CUST00976,2024-02-20,541,2,5,1,0.1653,164,9,194874,791513
CUST00344,2024-02-20,356,5,4,2,0.1129,174,1,188122,235081
CUST00581,2024-02-20,348,15,4,1,0.2763,132,3,540307,1377585
CUST00162,2024-02-20,536,1,5,4,0.5495,130,2,1800829,648854
CUST00814,2024-02-21,630,16,0,3,0.21,44,4,482555,1086846
CUST00277,2024-02-21,310,7,9,0,0.3437,127,9,1475368,1288637
CUST00605,2024-02-21,807,16,1,3,0.4779,180,7,880840,822488
CUST00290,2024-02-21,368,5,9,0,0.42,47,7,1532615,141629
CUST00951,2024-02-22,899,16,0,2,0.1286,56,4,693880,1331573
CUST00299,2024-02-22,463,11,5,3,0.0389,165,9,1755261,1000726
CUST00813,2024-02-22,527,17,4,0,0.0355,235,9,773138,1341573
CUST00068,2024-02-22,395,2,5,3,0.3502,94,8,1593566,918928
CUST00692,2024-02-23,794,16,4,1,0.7188,198,8,1671254,1361179
CUST00413,2024-02-23,739,6,8,3,0.1313,44,6,892112,1301294
CUST00884,2024-02-23,347,7,0,2,0.787,137,0,1350515,323452
CUST00293,2024-02-23,363,1,9,0,0.7157,226,2,281340,259102
CUST00978,2024-02-24,665,19,6,3,0.0039,106,7,1018034,240345
CUST00044,2024-02-24,819,13,7,1,0.0267,122,3,778061,1199681
CUST00382,2024-02-24,365,19,1,4,0.195,38,1,1911096,360579
CUST00547,2024-02-24,432,11,0,4,0.0561,127,9,1871465,675181
CUST00204,2024-02-25,627,4,3,0,0.5313,140,4,1577534,1181963
CUST00388,2024-02-25,365,7,3,3,0.0396,235,8,1900726,642965
CUST00655,2024-02-25,482,9,7,1,0.8026,49,2,1953036,92779
CUST00922,2024-02-25,306,3,8,3,0.493,88,3,1547348,542676
CUST00708,2024-02-26,599,18,4,2,0.728,155,3,1207950,141885
CUST00485,2024-02-26,729,19,7,1,0.7507,226,3,448639,578361
CUST00756,2024-02-26,547,11,0,3,0.5068,57,4,1640028,1105078
CUST00526,2024-02-26,453,12,7,1,0.9254,167,2,429177,779939
CUST00310,2024-02-27,554,14,0,4,0.9902,211,8,411144,1012315
CUST00483,2024-02-27,605,13,6,4,0.3592,152,3,1765554,160199
CUST00315,2024-02-27,399,2,3,0,0.1259,103,4,273147,1125218
CUST00553,2024-02-27,366,11,4,3,0.3632,57,8,326736,637598
CUST00465,2024-02-28,409,15,2,4,0.2234,69,4,1046416,430490
CUST00899,2024-02-28,891,16,4,0,0.531,13,0,1189068,977971
CUST00033,2024-02-28,733,12,8,3,0.3784,37,0,138879,202251
CUST00167,2024-02-28,375,18,8,4,0.4804,105,4,787590,747288
CUST00412,2024-02-29,480,12,3,1,0.7632,34,6,489235,633271
CUST00942,2024-02-29,547,8,2,2,0.274,3,9,638921,248744
CUST00394,2024-02-29,408,9,5,3,0.5375,166,1,402684,1428306
CUST00830,2024-02-29,810,14,6,1,0.3352,17,5,1370894,544577
CUST00988,2024-03-01,864,17,1,1,0.785,34,2,972331,61152
CUST00810,2024-03-01,446,5,7,1,0.6395,143,4,1921159,664442
CUST00622,2024-03-01,309,6,9,1,0.0085,221,4,66199,1449991
CUST00463,2024-03-01,460,13,8,3,0.6601,174,3,1566385,1003312
CUST00089,2024-03-02,649,15,5,1,0.1702,8,0,1823973,955111
CUST00527,2024-03-02,785,8,3,1,0.7245,41,0,998017,1351149
CUST00159,2024-03-02,503,13,3,4,0.5673,177,5,1413743,125875
CUST00071,2024-03-02,464,1,7,2,0.4015,176,2,909387,825563
CUST00210,2024-03-03,449,6,4,4,0.6941,94,3,1210321,481225
CUST00274,2024-03-03,301,19,1,3,0.8566,227,0,1819945,1014552
CUST00905,2024-03-03,308,11,6,4,0.7787,213,0,1083938,1279098
CUST00633,2024-03-03,556,17,1,0,0.5454,178,1,1177308,115784
CUST00288,2024-03-04,670,5,9,4,0.7227,179,3,1974062,237277
CUST00674,2024-03-04,307,6,4,4,0.4139,188,1,1018446,1431700
CUST00072,2024-03-04,420,19,3,0,0.789,36,2,387710,737942
CUST00868,2024-03-04,845,19,0,1,0.8291,168,3,1381529,472813
CUST00345,2024-03-05,894,17,1,2,0.1373,225,2,1401117,228361
CUST00323,2024-03-05,685,7,9,2,0.238,54,0,512449,531437
CUST00641,2024-03-05,613,16,5,3,0.27,4,1,1471009,7498
CUST00944,2024-03-05,649,9,9,3,0.1661,87,9,174284,334264
CUST00996,2024-03-06,522,17,9,1,0.3925,65,6,674006,274510
CUST00408,2024-03-06,420,17,0,3,0.193,227,1,1717467,127005
CUST00546,2024-03-06,525,9,3,4,0.5955,107,2,1254140,1453539
CUST00304,2024-03-06,719,6,8,2,0.1016,159,3,1234160,1185070
CUST00971,2024-03-07,697,19,4,4,0.2699,235,9,1260857,1410570
CUST00879,2024-03-07,706,9,5,3,0.6655,189,8,371510,360735
CUST00241,2024-03-07,665,9,5,4,0.3985,180,7,1924576,432635
CUST00329,2024-03-07,336,13,7,4,0.4215,232,1,631193,424031
CUST00368,2024-03-08,675,18,9,0,0.7979,165,4,1583556,837766
CUST00386,2024-03-08,828,3,8,4,0.9845,56,4,1980370,272694
CUST00478,2024-03-08,689,19,6,0,0.5651,174,6,519801,353225
CUST00142,2024-03-08,647,9,5,4,0.0791,77,8,1287126,1462327
CUST00595,2024-03-09,434,1,3,4,0.1029,80,3,132548,528259
CUST00360,2024-03-09,775,6,1,1,0.9685,155,5,1290418,1171552
CUST00784,2024-03-09,570,9,7,0,0.6792,76,2,909988,343433
CUST00097,2024-03-09,457,13,0,2,0.7525,6,2,190719,1394849
CUST00667,2024-03-10,593,11,6,1,0.6758,239,3,1360420,1040747
CUST00389,2024-03-10,373,3,4,2,0.1796,137,7,1939533,1292585
CUST00233,2024-03-10,855,10,7,0,0.4484,161,4,212016,774549
CUST00820,2024-03-10,721,5,9,0,0.7981,194,6,1790926,1359445
CUST00739,2024-03-11,495,6,5,2,0.8664,152,6,1694903,543978
CUST00266,2024-03-11,776,14,5,3,0.2373,146,3,1118175,718551
CUST00499,2024-03-11,332,16,4,1,0.596,190,9,1807687,92369
CUST00444,2024-03-11,531,3,3,1,0.1571,71,0,653308,255812
CUST00753,2024-03-12,690,12,0,0,0.9583,198,8,1454146,1156797
CUST00809,2024-03-12,314,9,0,1,0.2522,174,0,1411207,490320
CUST00254,2024-03-12,725,7,7,1,0.7266,44,3,1181938,153008
CUST00079,2024-03-12,790,14,9,1,0.2311,35,8,1675080,438677
CUST00876,2024-03-13,656,5,0,1,0.6161,211,6,1758760,529201
CUST00126,2024-03-13,423,15,3,1,0.6593,214,3,1582936,1075700
CUST00115,2024-03-13,749,8,6,3,0.3284,238,8,1197349,135754
CUST00223,2024-03-13,503,2,7,1,0.8188,25,1,1955242,38509
CUST00313,2024-03-14,741,16,7,3,0.8854,215,6,1133342,1086173
CUST00795,2024-03-14,676,17,6,3,0.8551,207,5,1291868,213063
CUST00593,2024-03-14,356,11,0,3,0.3308,184,2,418184,629482
CUST00493,2024-03-14,359,14,2,2,0.7443,119,9,676389,1024327
CUST00271,2024-03-15,309,3,4,4,0.5595,122,7,1814154,771236
CUST00679,2024-03-15,343,7,0,1,0.5926,103,0,1020958,185163
CUST00222,2024-03-15,479,7,3,4,0.4774,7,0,1046912,1083272
CUST00149,2024-03-15,315,15,3,1,0.6003,120,0,1641818,72437
CUST00337,2024-03-16,863,7,9,0,0.1357,57,4,685844,348481
CUST00220,2024-03-16,849,14,3,4,0.4088,48,4,567418,163822
CUST00752,2024-03-16,403,6,9,4,0.1777,14,7,67303,768896
CUST00442,2024-03-16,486,12,7,0,0.2801,110,6,501246,1036011
CUST00295,2024-03-17,745,4,6,2,0.1278,12,0,1048550,974855
CUST00563,2024-03-17,696,11,8,2,0.2125,204,4,1463427,208987
CUST00270,2024-03-17,648,2,8,1,0.7819,213,7,691808,515041
CUST00566,2024-03-17,893,14,2,2,0.5498,192,8,916633,219456
CUST00363,2024-03-18,677,1,4,3,0.0236,72,2,482226,514045
CUST00420,2024-03-18,701,19,5,2,0.7885,39,0,1642312,345450
CUST00677,2024-03-18,601,16,9,2,0.9095,121,1,1073469,1110592
CUST00638,2024-03-18,615,11,0,4,0.8804,161,3,330182,1126366
CUST00398,2024-03-19,474,18,4,1,0.823,5,4,1238663,1227585
CUST00285,2024-03-19,612,16,2,3,0.9922,205,3,704608,300529
CUST00314,2024-03-19,850,3,2,1,0.5864,105,0,1737022,20243
CUST00600,2024-03-19,526,15,7,4,0.9626,196,3,572794,53063
CUST00168,2024-03-20,379,8,2,1,0.9488,19,2,1736224,1265225
CUST00766,2024-03-20,659,17,7,4,0.3132,102,4,1410842,1358795
CUST00669,2024-03-20,771,17,9,3,0.8634,110,0,313966,317648
CUST00893,2024-03-20,875,19,7,1,0.7925,12,7,1530691,1314477
CUST00148,2024-03-21,625,9,1,3,0.7758,170,4,1455156,794616
CUST00109,2024-03-21,772,4,1,1,0.8963,223,3,939205,277228
CUST00182,2024-03-21,450,3,4,1,0.3842,130,9,363370,469399
CUST00724,2024-03-21,554,4,5,1,0.4001,95,7,982157,398013
CUST00497,2024-03-22,551,19,7,3,0.6401,153,1,1236802,1145432
CUST00541,2024-03-22,499,12,4,1,0.7378,87,1,307462,282836
CUST00284,2024-03-22,729,7,1,2,0.8797,86,0,715106,274601
CUST00540,2024-03-22,830,9,9,2,0.8758,182,5,1418564,1079301
CUST00877,2024-03-23,495,4,9,0,0.7213,142,3,1128113,453304
CUST00491,2024-03-23,381,11,6,1,0.9569,64,3,1985019,375013
CUST00154,2024-03-23,795,9,6,1,0.1786,98,5,472641,1211702
CUST00601,2024-03-23,809,16,9,1,0.9503,200,5,1566947,1397174
CUST00927,2024-03-24,860,1,4,4,0.0642,127,0,879618,833051
CUST00838,2024-03-24,453,18,1,1,0.5556,19,1,485069,1241461
CUST00970,2024-03-24,731,2,6,2,0.0902,205,7,1904774,1261906
CUST00147,2024-03-24,729,8,4,3,0.568,178,9,1265089,882601
CUST00152,2024-03-25,774,7,7,3,0.3901,64,8,1094089,1244545
CUST00372,2024-03-25,783,14,7,3,0.0816,231,9,625165,13407
CUST00636,2024-03-25,871,13,4,2,0.6481,228,4,1768825,52974
CUST00722,2024-03-25,586,4,3,4,0.7312,238,8,108844,1325504
CUST00910,2024-03-26,345,10,4,4,0.1742,91,8,274511,210648
CUST00574,2024-03-26,415,11,6,1,0.6944,221,8,400654,1091642
CUST00750,2024-03-26,831,9,6,0,0.179,193,1,1323372,630189
CUST00846,2024-03-26,806,1,5,1,0.1374,209,1,250057,1181861
CUST00616,2024-03-27,306,4,5,4,0.1474,131,4,1604466,997816
CUST00411,2024-03-27,520,10,9,4,0.5991,67,5,432068,107737
CUST00131,2024-03-27,447,5,2,3,0.7788,55,9,1369118,505248
CUST00208,2024-03-27,492,11,1,3,0.5969,232,3,1601428,1062840
CUST00778,2024-03-28,683,4,7,1,0.8094,121,8,1763256,1382328
CUST00039,2024-03-28,606,14,9,2,0.5915,222,8,621022,1206884
CUST00833,2024-03-28,588,4,6,0,0.7973,133,9,195665,1337793
CUST00826,2024-03-28,561,13,4,2,0.9765,128,1,1526227,1434953
CUST00261,2024-03-29,684,16,3,0,0.391,18,2,924979,1341329
CUST00134,2024-03-29,709,7,4,0,0.1499,97,2,1900281,870705
CUST00948,2024-03-29,326,3,0,4,0.1354,133,7,416867,504215
CUST00083,2024-03-29,382,1,5,4,0.5975,27,6,1169832,762062
CUST00906,2024-03-30,504,7,2,3,0.5471,39,4,282332,1193537
CUST00915,2024-03-30,561,3,2,3,0.1842,142,0,996547,638095
CUST00661,2024-03-30,897,17,5,1,0.8821,60,5,52013,1246240
CUST00176,2024-03-30,835,19,9,2,0.9567,168,7,1512747,1051931
CUST00503,2024-03-31,689,19,2,3,0.2532,111,4,1229528,313975
CUST00997,2024-03-31,321,18,9,2,0.2069,97,2,239325,1381231
CUST00128,2024-03-31,360,12,5,1,0.2139,29,5,1023972,1269390
CUST00939,2024-03-31,574,7,9,1,0.3874,98,6,885013,899632
CUST00888,2024-04-01,652,9,3,4,0.8532,130,5,1363613,291161
CUST00439,2024-04-01,696,5,9,1,0.596,138,8,1022707,340925
CUST00959,2024-04-01,385,16,6,4,0.0676,65,3,945005,1259165
CUST00255,2024-04-01,832,9,6,3,0.473,7,6,1670550,26360
CUST00052,2024-04-02,595,8,5,4,0.0903,224,8,1062188,725417
CUST00767,2024-04-02,656,14,4,2,0.4062,229,2,1637724,928669
CUST00621,2024-04-02,323,8,5,1,0.4035,217,2,1776414,348752
CUST00355,2024-04-02,794,7,8,0,0.6484,70,0,1704117,1296896
CUST00486,2024-04-03,625,5,7,2,0.5495,145,3,1913315,783473
CUST00980,2024-04-03,433,2,0,1,0.8748,34,0,1410852,98962
CUST00949,2024-04-03,491,1,6,0,0.0163,217,7,1145431,480244
